DATE,DGS10,DGS2,ratio,ratio average,sinal
2019-06-19,2.03,1.74,0.8571428571428572,0.8245295961798903,1
2019-06-20,2.01,1.72,0.855721393034826,0.8249817797067006,1
2019-06-21,2.07,1.77,0.855072463768116,0.8254326653749776,1
2019-06-24,2.02,1.72,0.8514851485148515,0.8258891240441004,1
2019-06-25,2.0,1.71,0.855,0.8263526124161933,1
2019-06-26,2.05,1.77,0.8634146341463416,0.8268084136471029,1
2019-06-27,2.01,1.74,0.8656716417910448,0.8272908881524044,1
2019-06-28,2.0,1.75,0.875,0.8278336809451973,1
2019-07-01,2.03,1.78,0.8768472906403942,0.828371516495641,1
2019-07-02,1.98,1.77,0.8939393939393939,0.8289645900887147,1
2019-07-03,1.96,1.77,0.903061224489796,0.8295707125376941,1
2019-07-05,2.04,1.87,0.9166666666666667,0.830193745441843,1
2019-07-08,2.05,1.88,0.9170731707317074,0.8308464571841504,1
2019-07-09,2.07,1.92,0.927536231884058,0.8315299815307635,1
2019-07-10,2.07,1.82,0.8792270531400967,0.8321119650488086,1
2019-07-11,2.13,1.85,0.8685446009389672,0.8326929361072265,1
2019-07-12,2.12,1.84,0.8679245283018868,0.8332699868805684,1
2019-07-15,2.09,1.83,0.875598086124402,0.8338552256060088,1
2019-07-16,2.13,1.87,0.8779342723004696,0.8344522958673479,1
2019-07-17,2.06,1.83,0.8883495145631068,0.835051505718985,1
2019-07-18,2.04,1.77,0.8676470588235294,0.8355885619511694,1
2019-07-19,2.05,1.8,0.878048780487805,0.8361376110539952,1
2019-07-22,2.05,1.8,0.878048780487805,0.8366866601568211,1
2019-07-23,2.08,1.83,0.8798076923076923,0.8372319898271507,1
2019-07-24,2.05,1.83,0.8926829268292684,0.8378049663002783,1
2019-07-25,2.08,1.86,0.8942307692307693,0.8383917111005424,1
2019-07-26,2.08,1.86,0.8942307692307693,0.8389923997132398,1
2019-07-29,2.06,1.85,0.8980582524271845,0.8396161024249907,1
2019-07-30,2.06,1.85,0.8980582524271845,0.8402470015385407,1
2019-07-31,2.02,1.89,0.9356435643564356,0.8409530712759492,1
2019-08-01,1.9,1.73,0.9105263157894737,0.8415882831995636,1
2019-08-02,1.86,1.72,0.9247311827956989,0.8422395076796925,1
2019-08-05,1.75,1.59,0.9085714285714286,0.8428602219654067,1
2019-08-06,1.73,1.6,0.9248554913294799,0.843511695062603,1
2019-08-07,1.71,1.59,0.9298245614035089,0.8441678043624012,1
2019-08-08,1.72,1.62,0.9418604651162792,0.8448637523668697,1
2019-08-09,1.74,1.63,0.9367816091954022,0.8455498155852605,1
2019-08-12,1.65,1.58,0.9575757575757576,0.846255876191321,1
2019-08-13,1.68,1.66,0.9880952380952381,0.8470448520556394,1
2019-08-14,1.59,1.58,0.9937106918238994,0.8478340752410891,1
2019-08-15,1.52,1.48,0.9736842105263158,0.8485920163493663,1
2019-08-16,1.55,1.48,0.9548387096774194,0.8493088686566135,1
2019-08-19,1.6,1.53,0.9562499999999999,0.8500158892045588,1
2019-08-20,1.55,1.5,0.9677419354838709,0.8507367612033804,1
2019-08-21,1.59,1.56,0.9811320754716981,0.8514880161800119,1
2019-08-22,1.62,1.61,0.9938271604938271,0.8522774723028014,1
2019-08-23,1.52,1.51,0.993421052631579,0.8530477245463133,1
2019-08-26,1.54,1.54,1.0,0.8538331126741672,1
2019-08-27,1.49,1.53,1.0268456375838926,0.8546425643179986,1
2019-08-28,1.47,1.5,1.0204081632653061,0.8554518991630476,1
2019-08-29,1.5,1.53,1.02,0.8562430728719678,1
2019-08-30,1.5,1.5,1.0,0.8570058635696424,1
2019-09-03,1.47,1.47,1.0,0.8577511465885103,1
2019-09-04,1.47,1.43,0.9727891156462585,0.8584467248198028,1
2019-09-05,1.57,1.55,0.9872611464968153,0.8591652084654535,1
