Open,High,Low,Close,Adj Close,Volume,retorno,VWAP,ipca,cdi
387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,383.614990234375,26229400,-0.008603337970520819,403.6010234305897,0.42,0.00040741
383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,375.0719909667969,21777700,-0.0222697222086099,402.181991236485,0.42,0.00040741
375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,359.5119934082031,30901200,-0.04148536263261304,399.36897072501773,0.42,0.00040741
320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,330.0790100097656,79011800,0.02985554258083245,376.7021864060027,0.42,0.00040741
330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,336.18701171875,49199900,0.018504665621736027,373.96215445766825,0.42,0.00040849
336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,0.04983235561959076,372.4911267122126,0.42,0.00040849
352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104,0.03424377642532228,371.77000910994497,0.42,0.00040849
364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700,-0.009489705523839986,371.2799335538433,0.42,0.00040849
377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,390.41400146484375,35221400,0.03134333965318792,371.97861465186764,0.42,0.00040741
391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,0.026781810112118443,373.07517873651216,0.42,0.00040849
400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,394.77301025390625,25267100,-0.015209381938149025,373.602633091847,0.42,0.00040741
394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,382.5559997558594,26990000,-0.030946924386216934,373.8292379201686,0.42,0.00040849
382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,383.75799560546875,13600700,0.0031420128043384565,373.9542730864921,0.42,0.00040849
389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,-0.01720204787552615,374.3474030588348,0.42,0.00040849
382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,0.009481656731152865,374.49996203065365,0.42,0.00040849
386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,383.1579895019531,11641300,-0.00858274545359361,374.5884074155503,0.42,0.00040849
382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,-0.06457126822962156,374.2214849911847,0.42,0.00040849
358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,-0.0002008581299606238,374.0120730621224,0.42,0.00040849
354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,-0.004835006905739236,373.2144037297311,0.42,0.00040849
353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,0.013113716357861849,373.115071674502,0.42,0.00040849
357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,-0.061593676352636795,372.56898203696306,0.42,0.00040849
335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,0.02894591678226255,371.9263302088921,0.42,0.00041743000000000005
345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,-0.020225535163465924,371.6002271403025,0.42,0.00041636
325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,0.005099810100901436,370.30180722394687,0.51,0.00041636
327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,0.008969571209719529,369.83901613290146,0.51,0.00041636
330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,0.02721393533736638,369.3988384213615,0.51,0.00041743000000000005
339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,0.02887900040604885,369.12598715888726,0.51,0.00041743000000000005
349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,-0.019682784596788183,368.80529582308833,0.51,0.00041743000000000005
362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,366.92401123046875,30450100,0.010075326995947043,368.5388465869645,0.51,0.00041743000000000005
365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,367.69500732421875,15838900,0.0021012418652148757,368.5298230596464,0.51,0.00041743000000000005
367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,0.1519356972535466,370.1798303364784,0.51,0.00041743000000000005
427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,-0.00667204784236497,372.0588608926259,0.51,0.00041743000000000005
418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,-0.05446894835320326,372.53066060045245,0.51,0.00041743000000000005
388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,-0.0012220186486088247,373.039437323123,0.51,0.00041743000000000005
387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,375.197998046875,32222500,-0.031517139000605376,373.0799494593976,0.51,0.00041743000000000005
373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800,0.01427778041672001,373.1614770383244,0.51,0.00041743000000000005
380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,-0.059689129758029424,372.9419418412678,0.51,0.00041743000000000005
357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,-0.019539471456759827,372.5736852531886,0.51,0.00041743000000000005
